CO2Mean,GMean,H2OMean,O2Mean,Points_0,Points_1,Points_2,TMean,UMean_0,UMean_1,UMean_2,rhoMean
0.000423684,86026.5,0.000346866,0.232358,0.475,0.22148,0.1,368.33,-0.0643226,0.0676401,0.219475,0.95548
0.000425489,86211.3,0.000348344,0.232355,0.475,0.22246,0.1,368.555,-0.0618392,0.0689914,0.218184,0.954906
0.000427295,86396.1,0.000349823,0.232352,0.475,0.22344,0.1,368.78,-0.0593557,0.0703427,0.216893,0.954332
0.0004291,86581,0.000351301,0.23235,0.475,0.22442,0.1,369.005,-0.0568723,0.071694,0.215601,0.953758
0.000430906,86765.8,0.000352779,0.232347,0.475,0.2254,0.1,369.23,-0.0543888,0.0730453,0.21431,0.953184
0.000432712,86950.6,0.000354257,0.232344,0.475,0.22638,0.1,369.455,-0.0519053,0.0743966,0.213019,0.95261
0.000434517,87135.5,0.000355736,0.232341,0.475,0.22736,0.1,369.68,-0.0494219,0.0757479,0.211728,0.952035
0.000436323,87320.3,0.000357214,0.232338,0.475,0.22834,0.1,369.904,-0.0469384,0.0770992,0.210437,0.951461
0.000438129,87505.1,0.000358692,0.232336,0.475,0.22932,0.1,370.129,-0.0444549,0.0784505,0.209145,0.950887
0.000439934,87690,0.00036017,0.232333,0.475,0.2303,0.1,370.354,-0.0419715,0.0798017,0.207854,0.950313
0.00044174,87874.8,0.000361649,0.23233,0.475,0.23128,0.1,370.579,-0.039488,0.081153,0.206563,0.949739
0.000443545,88059.6,0.000363127,0.232327,0.475,0.23226,0.1,370.804,-0.0370046,0.0825043,0.205272,0.949165
0.000445351,88244.5,0.000364605,0.232325,0.475,0.23324,0.1,371.029,-0.0345211,0.0838556,0.203981,0.948591
0.000447157,88429.3,0.000366083,0.232322,0.475,0.23422,0.1,371.254,-0.0320377,0.0852069,0.202689,0.948016
0.000448962,88614.1,0.000367562,0.232319,0.475,0.2352,0.1,371.478,-0.0295542,0.0865582,0.201398,0.947442
0.000450768,88799,0.00036904,0.232316,0.475,0.23618,0.1,371.703,-0.0270708,0.0879095,0.200107,0.946868
0.000452574,88983.8,0.000370518,0.232313,0.475,0.23716,0.1,371.928,-0.0245873,0.0892608,0.198816,0.946294
0.000454379,89168.6,0.000371996,0.232311,0.475,0.23814,0.1,372.153,-0.0221038,0.0906121,0.197525,0.94572
0.000456185,89353.5,0.000373475,0.232308,0.475,0.23912,0.1,372.378,-0.0196203,0.0919634,0.196233,0.945146
0.00045799,89538.3,0.000374953,0.232305,0.475,0.2401,0.1,372.603,-0.0171369,0.0933147,0.194942,0.944572
0.000459796,89723.1,0.000376431,0.232302,0.475,0.24108,0.1,372.828,-0.0146534,0.094666,0.193651,0.943997
0.000461602,89908,0.000377909,0.2323,0.475,0.24206,0.1,373.052,-0.01217,0.0960173,0.19236,0.943423
0.000463407,90092.8,0.000379388,0.232297,0.475,0.24304,0.1,373.277,-0.00968654,0.0973686,0.191069,0.942849
0.000465213,90277.6,0.000380866,0.232294,0.475,0.24402,0.1,373.502,-0.00720307,0.0987199,0.189777,0.942275
0.000466942,90489.9,0.000382282,0.232291,0.475,0.245,0.1,373.703,-0.00462625,0.0993031,0.188568,0.941777
0.000468598,90739.2,0.000383637,0.232289,0.475,0.24598,0.1,373.888,-0.00232788,0.0997262,0.187441,0.941326
0.000470247,90993.2,0.000384987,0.232286,0.475,0.24696,0.1,374.072,-8.38495e-05,0.100171,0.186322,0.940879
0.000471895,91247.2,0.000386336,0.232284,0.475,0.24794,0.1,374.257,0.00216018,0.100616,0.185204,0.940432
0.000473543,91501.1,0.000387686,0.232281,0.475,0.24892,0.1,374.441,0.00440417,0.101061,0.184086,0.939985
0.000475192,91755.1,0.000389035,0.232279,0.475,0.2499,0.1,374.625,0.0066482,0.101506,0.182967,0.939537
0.00047684,92009.1,0.000390385,0.232276,0.475,0.25088,0.1,374.809,0.00889222,0.101951,0.181849,0.93909
0.000478488,92263.1,0.000391734,0.232274,0.475,0.25186,0.1,374.993,0.0111362,0.102396,0.180731,0.938643
0.000480137,92517.1,0.000393084,0.232271,0.475,0.25284,0.1,375.178,0.0133803,0.102841,0.179612,0.938196
0.000481785,92771.1,0.000394433,0.232268,0.475,0.25382,0.1,375.362,0.0156243,0.103286,0.178494,0.937749
0.000483433,93025,0.000395783,0.232266,0.475,0.2548,0.1,375.546,0.0178683,0.103731,0.177376,0.937301
0.000485082,93279,0.000397132,0.232263,0.475,0.25578,0.1,375.73,0.0201123,0.104176,0.176257,0.936854
0.00048673,93533,0.000398482,0.232261,0.475,0.25676,0.1,375.915,0.0223563,0.104621,0.175139,0.936407
0.000488378,93787,0.000399831,0.232258,0.475,0.25774,0.1,376.099,0.0246003,0.105066,0.174021,0.93596
0.000490027,94041,0.000401181,0.232256,0.475,0.25872,0.1,376.283,0.0268444,0.105511,0.172902,0.935513
0.000491675,94295,0.00040253,0.232253,0.475,0.2597,0.1,376.467,0.0290884,0.105956,0.171784,0.935065
0.000493323,94548.9,0.00040388,0.232251,0.475,0.26068,0.1,376.652,0.0313324,0.106401,0.170666,0.934618
0.000494972,94802.9,0.000405229,0.232248,0.475,0.26166,0.1,376.836,0.0335764,0.106846,0.169548,0.934171
0.00049662,95056.9,0.000406579,0.232246,0.475,0.26264,0.1,377.02,0.0358204,0.107291,0.168429,0.933724
0.000498268,95310.9,0.000407928,0.232243,0.475,0.26362,0.1,377.204,0.0380644,0.107736,0.167311,0.933276
0.000499917,95564.9,0.000409278,0.232241,0.475,0.2646,0.1,377.389,0.0403085,0.108181,0.166193,0.932829
0.000501565,95818.9,0.000410627,0.232238,0.475,0.26558,0.1,377.573,0.0425525,0.108627,0.165074,0.932382
0.000503213,96072.8,0.000411976,0.232235,0.475,0.26656,0.1,377.757,0.0447964,0.109072,0.163956,0.931935
0.000504862,96326.8,0.000413326,0.232233,0.475,0.26754,0.1,377.941,0.0470405,0.109517,0.162838,0.931488
0.00050651,96580.8,0.000414675,0.23223,0.475,0.26852,0.1,378.126,0.0492845,0.109962,0.161719,0.93104
0.000508158,96834.8,0.000416025,0.232228,0.475,0.2695,0.1,378.31,0.0515285,0.110407,0.160601,0.930593
0.000509807,97088.8,0.000417374,0.232225,0.475,0.27048,0.1,378.494,0.0537726,0.110852,0.159483,0.930146
0.000511455,97342.8,0.000418724,0.232223,0.475,0.27146,0.1,378.678,0.0560165,0.111297,0.158364,0.929699
0.000513103,97596.7,0.000420073,0.23222,0.475,0.27244,0.1,378.863,0.0582605,0.111742,0.157246,0.929252
0.000514752,97850.7,0.000421423,0.232218,0.475,0.27342,0.1,379.047,0.0605046,0.112187,0.156128,0.928804
0.0005164,98104.7,0.000422772,0.232215,0.475,0.2744,0.1,379.231,0.0627486,0.112632,0.155009,0.928357
0.000518048,98358.7,0.000424122,0.232213,0.475,0.27538,0.1,379.415,0.0649926,0.113077,0.153891,0.92791
0.000521158,98639,0.000426667,0.232208,0.475,0.27636,0.1,379.701,0.0657564,0.112954,0.152809,0.927235
0.000525097,98958.1,0.000429892,0.232202,0.475,0.27734,0.1,380.035,0.0657235,0.112632,0.151776,0.926453
0.000529056,99284.1,0.000433133,0.232196,0.475,0.27832,0.1,380.369,0.065682,0.112337,0.150752,0.925675
0.000533015,99610.1,0.000436375,0.23219,0.475,0.2793,0.1,380.703,0.0656406,0.112042,0.149727,0.924897
0.000536974,99936.1,0.000439616,0.232184,0.475,0.28028,0.1,381.037,0.0655991,0.111747,0.148703,0.924119
0.000540933,100262,0.000442857,0.232177,0.475,0.28126,0.1,381.37,0.0655577,0.111451,0.147678,0.923341
0.000544892,100588,0.000446099,0.232171,0.475,0.28224,0.1,381.704,0.0655162,0.111156,0.146654,0.922563
0.000548851,100914,0.00044934,0.232165,0.475,0.28322,0.1,382.038,0.0654748,0.110861,0.145629,0.921785
0.00055281,101240,0.000452581,0.232159,0.475,0.2842,0.1,382.372,0.0654333,0.110566,0.144605,0.921007
0.00055677,101566,0.000455822,0.232153,0.475,0.28518,0.1,382.705,0.0653919,0.110271,0.14358,0.920229
0.000560729,101892,0.000459064,0.232147,0.475,0.28616,0.1,383.039,0.0653504,0.109975,0.142555,0.919452
0.000564688,102218,0.000462305,0.232141,0.475,0.28714,0.1,383.373,0.065309,0.10968,0.141531,0.918674
0.000568647,102544,0.000465546,0.232135,0.475,0.28812,0.1,383.707,0.0652675,0.109385,0.140506,0.917896
0.000572606,102870,0.000468788,0.232129,0.475,0.2891,0.1,384.041,0.065226,0.10909,0.139482,0.917118
0.000576565,103196,0.000472029,0.232123,0.475,0.29008,0.1,384.374,0.0651846,0.108794,0.138457,0.91634
0.000580524,103522,0.00047527,0.232117,0.475,0.29106,0.1,384.708,0.0651431,0.108499,0.137433,0.915562
0.000584483,103848,0.000478511,0.232111,0.475,0.29204,0.1,385.042,0.0651017,0.108204,0.136408,0.914784
0.000588442,104174,0.000481753,0.232104,0.475,0.29302,0.1,385.376,0.0650602,0.107909,0.135384,0.914006
0.000592402,104500,0.000484994,0.232098,0.475,0.294,0.1,385.709,0.0650188,0.107613,0.134359,0.913228
0.000596361,104826,0.000488235,0.232092,0.475,0.29498,0.1,386.043,0.0649773,0.107318,0.133335,0.91245
0.00060032,105152,0.000491477,0.232086,0.475,0.29596,0.1,386.377,0.0649359,0.107023,0.13231,0.911672
0.000604279,105478,0.000494718,0.23208,0.475,0.29694,0.1,386.711,0.0648944,0.106728,0.131286,0.910894
0.000608238,105804,0.000497959,0.232074,0.475,0.29792,0.1,387.045,0.064853,0.106432,0.130261,0.910116
0.000612197,106130,0.0005012,0.232068,0.475,0.2989,0.1,387.378,0.0648115,0.106137,0.129237,0.909338
0.000616156,106456,0.000504442,0.232062,0.475,0.29988,0.1,387.712,0.0647701,0.105842,0.128212,0.90856
0.000620115,106782,0.000507683,0.232056,0.475,0.30086,0.1,388.046,0.0647286,0.105547,0.127187,0.907782
0.000624074,107108,0.000510924,0.23205,0.475,0.30184,0.1,388.38,0.0646871,0.105251,0.126163,0.907004
0.000628034,107434,0.000514166,0.232044,0.475,0.30282,0.1,388.713,0.0646457,0.104956,0.125138,0.906226
0.000631993,107760,0.000517407,0.232037,0.475,0.3038,0.1,389.047,0.0646042,0.104661,0.124114,0.905448
0.000635952,108086,0.000520648,0.232031,0.475,0.30478,0.1,389.381,0.0645628,0.104366,0.123089,0.90467
0.000639911,108412,0.000523889,0.232025,0.475,0.30576,0.1,389.715,0.0645213,0.10407,0.122065,0.903892
0.00064387,108738,0.000527131,0.232019,0.475,0.30674,0.1,390.048,0.0644799,0.103775,0.12104,0.903114
0.000651541,109090,0.000533411,0.232007,0.475,0.30772,0.1,390.576,0.0629041,0.10326,0.120177,0.90193
0.000662085,109478,0.000542043,0.231991,0.475,0.3087,0.1,391.245,0.060334,0.10271,0.119396,0.900464
0.000672743,109873,0.000550769,0.231975,0.475,0.30968,0.1,391.916,0.0577948,0.102207,0.118604,0.898997
0.0006834,110269,0.000559494,0.231958,0.475,0.31066,0.1,392.587,0.0552557,0.101705,0.117812,0.897531
0.000694058,110664,0.000568219,0.231942,0.475,0.31164,0.1,393.258,0.0527166,0.101202,0.117021,0.896065
0.000704716,111059,0.000576944,0.231926,0.475,0.31262,0.1,393.929,0.0501774,0.100699,0.116229,0.894599
0.000715373,111455,0.00058567,0.231909,0.475,0.3136,0.1,394.6,0.0476383,0.100196,0.115437,0.893133
0.000726031,111850,0.000594395,0.231893,0.475,0.31458,0.1,395.27,0.0450993,0.0996933,0.114645,0.891667
0.000736689,112246,0.00060312,0.231876,0.475,0.31556,0.1,395.941,0.0425601,0.0991905,0.113853,0.890201
0.000747346,112641,0.000611845,0.23186,0.475,0.31654,0.1,396.612,0.040021,0.0986877,0.113061,0.888734
0.000758004,113036,0.000620571,0.231843,0.475,0.31752,0.1,397.283,0.0374819,0.0981849,0.112269,0.887268
0.000768662,113432,0.000629296,0.231827,0.475,0.3185,0.1,397.954,0.0349427,0.0976821,0.111477,0.885802
0.000779319,113827,0.000638021,0.231811,0.475,0.31948,0.1,398.625,0.0324036,0.0971792,0.110685,0.884336
0.000789977,114222,0.000646746,0.231794,0.475,0.32046,0.1,399.296,0.0298645,0.0966765,0.109893,0.88287
0.000800634,114618,0.000655472,0.231778,0.475,0.32144,0.1,399.967,0.0273254,0.0961736,0.109101,0.881404
0.000811292,115013,0.000664197,0.231761,0.475,0.32242,0.1,400.638,0.0247863,0.0956708,0.108309,0.879938
0.000821949,115409,0.000672922,0.231745,0.475,0.3234,0.1,401.308,0.0222472,0.095168,0.107517,0.878471
0.000832607,115804,0.000681648,0.231729,0.475,0.32438,0.1,401.979,0.019708,0.0946652,0.106725,0.877005
0.000843265,116199,0.000690373,0.231712,0.475,0.32536,0.1,402.65,0.0171689,0.0941624,0.105933,0.875539
0.000853922,116595,0.000699098,0.231696,0.475,0.32634,0.1,403.321,0.0146298,0.0936596,0.105141,0.874073
0.00086458,116990,0.000707824,0.231679,0.475,0.32732,0.1,403.992,0.0120907,0.0931568,0.104349,0.872607
0.000875238,117385,0.000716549,0.231663,0.475,0.3283,0.1,404.663,0.00955156,0.092654,0.103557,0.871141
0.000885895,117781,0.000725274,0.231647,0.475,0.32928,0.1,405.334,0.00701247,0.0921512,0.102765,0.869675
0.000896553,118176,0.000733999,0.23163,0.475,0.33026,0.1,406.005,0.0044733,0.0916484,0.101973,0.868209
0.000907211,118572,0.000742725,0.231614,0.475,0.33124,0.1,406.675,0.00193421,0.0911456,0.101181,0.866742
0.000917868,118967,0.00075145,0.231597,0.475,0.33222,0.1,407.346,-0.000604886,0.0906428,0.100389,0.865276
0.000928526,119362,0.000760175,0.231581,0.475,0.3332,0.1,408.017,-0.00314406,0.09014,0.099597,0.86381
0.000939184,119758,0.0007689,0.231565,0.475,0.33418,0.1,408.688,-0.00568315,0.0896372,0.098805,0.862344
0.000949841,120153,0.000777626,0.231548,0.475,0.33516,0.1,409.359,-0.00822224,0.0891344,0.098013,0.860878
0.000960499,120548,0.000786351,0.231532,0.475,0.33614,0.1,410.03,-0.0107614,0.0886315,0.0972211,0.859412
0.000971156,120944,0.000795076,0.231515,0.475,0.33712,0.1,410.701,-0.0133005,0.0881287,0.0964291,0.857946
0.000981814,121339,0.000803802,0.231499,0.475,0.3381,0.1,411.372,-0.0158396,0.0876259,0.0956371,0.85648
0.00100602,121762,0.000823616,0.231462,0.475,0.33908,0.1,412.404,-0.0188007,0.086832,0.0950021,0.85446
0.00104194,122217,0.000853028,0.231406,0.475,0.34006,0.1,413.752,-0.0221637,0.0858635,0.0944149,0.851972
0.00107741,122674,0.000882062,0.231352,0.475,0.34104,0.1,415.089,-0.0255328,0.0849481,0.0937733,0.849508
0.00111287,123132,0.000911096,0.231297,0.475,0.34202,0.1,416.426,-0.0289019,0.0840327,0.0931317,0.847044
0.00114833,123589,0.000940129,0.231243,0.475,0.343,0.1,417.763,-0.0322709,0.0831172,0.0924901,0.844579
0.0011838,124046,0.000969163,0.231188,0.475,0.34398,0.1,419.1,-0.0356401,0.0822018,0.0918484,0.842115
0.00121926,124504,0.000998197,0.231133,0.475,0.34496,0.1,420.437,-0.0390091,0.0812863,0.0912068,0.839651
0.00125472,124961,0.00102723,0.231079,0.475,0.34594,0.1,421.774,-0.0423781,0.0803709,0.0905652,0.837187
0.00129019,125418,0.00105626,0.231024,0.475,0.34692,0.1,423.111,-0.0457473,0.0794555,0.0899236,0.834723
0.00132565,125876,0.0010853,0.230969,0.475,0.3479,0.1,424.449,-0.0491163,0.07854,0.089282,0.832259
0.00136111,126333,0.00111433,0.230915,0.475,0.34888,0.1,425.786,-0.0524853,0.0776246,0.0886404,0.829795
0.00139658,126790,0.00114337,0.23086,0.475,0.34986,0.1,427.123,-0.0558545,0.0767091,0.0879987,0.827331
0.00143204,127248,0.0011724,0.230806,0.475,0.35084,0.1,428.46,-0.0592235,0.0757937,0.0873571,0.824867
0.0014675,127705,0.00120143,0.230751,0.475,0.35182,0.1,429.797,-0.0625925,0.0748783,0.0867155,0.822403
0.00150297,128162,0.00123047,0.230696,0.475,0.3528,0.1,431.134,-0.0659617,0.0739628,0.0860739,0.819939
0.00153843,128620,0.0012595,0.230642,0.475,0.35378,0.1,432.471,-0.0693307,0.0730474,0.0854323,0.817474
0.0015739,129077,0.00128853,0.230587,0.475,0.35476,0.1,433.808,-0.0726997,0.072132,0.0847907,0.81501
0.00160936,129535,0.00131757,0.230532,0.475,0.35574,0.1,435.145,-0.0760688,0.0712165,0.0841491,0.812546
0.00164482,129992,0.0013466,0.230478,0.475,0.35672,0.1,436.482,-0.0794379,0.0703011,0.0835075,0.810082
0.00168029,130449,0.00137563,0.230423,0.475,0.3577,0.1,437.819,-0.0828069,0.0693856,0.0828659,0.807618
0.00171575,130907,0.00140467,0.230369,0.475,0.35868,0.1,439.156,-0.086176,0.0684702,0.0822242,0.805154
0.00175121,131364,0.0014337,0.230314,0.475,0.35966,0.1,440.493,-0.0895451,0.0675548,0.0815826,0.80269
0.00178668,131821,0.00146273,0.230259,0.475,0.36064,0.1,441.83,-0.0929141,0.0666393,0.080941,0.800226
0.00182214,132279,0.00149177,0.230205,0.475,0.36162,0.1,443.168,-0.0962832,0.0657239,0.0802994,0.797762
0.0018576,132736,0.0015208,0.23015,0.475,0.3626,0.1,444.505,-0.0996523,0.0648084,0.0796578,0.795298
0.00189307,133193,0.00154984,0.230096,0.475,0.36358,0.1,445.842,-0.103021,0.063893,0.0790162,0.792834
0.00192853,133651,0.00157887,0.230041,0.475,0.36456,0.1,447.179,-0.10639,0.0629776,0.0783746,0.79037
0.00196399,134108,0.0016079,0.229986,0.475,0.36554,0.1,448.516,-0.109759,0.0620621,0.077733,0.787905
0.00199946,134565,0.00163694,0.229932,0.475,0.36652,0.1,449.853,-0.113128,0.0611467,0.0770913,0.785441
0.00203492,135023,0.00166597,0.229877,0.475,0.3675,0.1,451.19,-0.116498,0.0602312,0.0764497,0.782977
0.00207039,135480,0.001695,0.229822,0.475,0.36848,0.1,452.527,-0.119867,0.0593158,0.0758081,0.780513
0.00210585,135937,0.00172404,0.229768,0.475,0.36946,0.1,453.864,-0.123236,0.0584004,0.0751665,0.778049
0.00218203,136433,0.00178641,0.22965,0.475,0.37044,0.1,455.866,-0.12637,0.0575379,0.0744548,0.774953
0.00230484,136959,0.00188695,0.229461,0.475,0.37142,0.1,458.609,-0.129261,0.0567356,0.0735461,0.771173
0.00242514,137473,0.00198544,0.229276,0.475,0.3724,0.1,461.297,-0.132184,0.0559296,0.0725543,0.767463
0.00254544,137988,0.00208393,0.22909,0.475,0.37338,0.1,463.985,-0.135107,0.0551235,0.0715625,0.763753
0.00266574,138503,0.00218242,0.228905,0.475,0.37436,0.1,466.673,-0.13803,0.0543175,0.0705707,0.760043
0.00278605,139018,0.00228091,0.228719,0.475,0.37534,0.1,469.361,-0.140953,0.0535114,0.0695788,0.756333
0.00290635,139533,0.0023794,0.228534,0.475,0.37632,0.1,472.049,-0.143876,0.0527054,0.0685871,0.752623
0.00302665,140047,0.00247789,0.228348,0.475,0.3773,0.1,474.737,-0.146799,0.0518993,0.0675953,0.748913
0.00314696,140562,0.00257639,0.228163,0.475,0.37828,0.1,477.426,-0.149723,0.0510933,0.0666034,0.745203
0.00326726,141077,0.00267488,0.227977,0.475,0.37926,0.1,480.114,-0.152646,0.0502872,0.0656116,0.741493
0.00338756,141592,0.00277337,0.227792,0.475,0.38024,0.1,482.802,-0.155569,0.0494812,0.0646198,0.737783
0.00350787,142107,0.00287186,0.227606,0.475,0.38122,0.1,485.49,-0.158492,0.0486751,0.063628,0.734073
0.00362817,142621,0.00297035,0.227421,0.475,0.3822,0.1,488.178,-0.161415,0.0478691,0.0626362,0.730363
0.00374847,143136,0.00306884,0.227235,0.475,0.38318,0.1,490.866,-0.164338,0.047063,0.0616444,0.726653
0.00386878,143651,0.00316733,0.22705,0.475,0.38416,0.1,493.554,-0.167261,0.046257,0.0606526,0.722942
0.00398908,144166,0.00326582,0.226864,0.475,0.38514,0.1,496.242,-0.170184,0.0454509,0.0596608,0.719232
0.00410938,144681,0.00336431,0.226679,0.475,0.38612,0.1,498.93,-0.173107,0.0446449,0.058669,0.715522
0.00422969,145195,0.0034628,0.226493,0.475,0.3871,0.1,501.618,-0.17603,0.0438388,0.0576772,0.711812
0.00434999,145710,0.00356129,0.226308,0.475,0.38808,0.1,504.306,-0.178954,0.0430328,0.0566854,0.708102
0.00447029,146225,0.00365978,0.226122,0.475,0.38906,0.1,506.994,-0.181877,0.0422268,0.0556936,0.704392
0.00459059,146740,0.00375828,0.225937,0.475,0.39004,0.1,509.682,-0.1848,0.0414207,0.0547017,0.700682
0.0047109,147255,0.00385677,0.225751,0.475,0.39102,0.1,512.37,-0.187723,0.0406147,0.0537099,0.696972
0.0048312,147769,0.00395526,0.225566,0.475,0.392,0.1,515.058,-0.190646,0.0398086,0.0527182,0.693262
0.0049515,148284,0.00405375,0.22538,0.475,0.39298,0.1,517.747,-0.193569,0.0390026,0.0517263,0.689552
0.0050718,148799,0.00415224,0.225195,0.475,0.39396,0.1,520.435,-0.196492,0.0381965,0.0507345,0.685842
0.00519211,149314,0.00425073,0.225009,0.475,0.39494,0.1,523.123,-0.199415,0.0373905,0.0497427,0.682132
0.00531241,149829,0.00434922,0.224824,0.475,0.39592,0.1,525.811,-0.202338,0.0365844,0.0487509,0.678422
0.00543271,150343,0.00444771,0.224638,0.475,0.3969,0.1,528.499,-0.205262,0.0357784,0.0477591,0.674712
0.00555301,150858,0.0045462,0.224453,0.475,0.39788,0.1,531.187,-0.208185,0.0349723,0.0467673,0.671002
0.00567332,151373,0.0046447,0.224267,0.475,0.39886,0.1,533.875,-0.211108,0.0341663,0.0457755,0.667292
0.00579362,151888,0.00474319,0.224082,0.475,0.39984,0.1,536.563,-0.214031,0.0333602,0.0447837,0.663582
0.00591392,152403,0.00484168,0.223896,0.475,0.40082,0.1,539.251,-0.216954,0.0325542,0.0437919,0.659872
0.00613185,152982,0.00502009,0.22356,0.475,0.4018,0.1,542.743,-0.21957,0.0319854,0.0429318,0.655893
0.00650973,153628,0.00532945,0.222975,0.475,0.40278,0.1,547.53,-0.221686,0.0317388,0.0421943,0.651487
0.0068876,154236,0.00563882,0.222391,0.475,0.40376,0.1,552.294,-0.223803,0.0314262,0.0413645,0.647096
0.00726549,154844,0.00594819,0.221806,0.475,0.40474,0.1,557.057,-0.225921,0.0311136,0.0405345,0.642704
0.00764336,155451,0.00625755,0.221221,0.475,0.40572,0.1,561.821,-0.228038,0.0308011,0.0397047,0.638313
0.00802124,156059,0.00656691,0.220637,0.475,0.4067,0.1,566.584,-0.230156,0.0304885,0.0388748,0.633921
0.00839912,156667,0.00687628,0.220052,0.475,0.40768,0.1,571.348,-0.232274,0.0301759,0.0380449,0.629529
0.008777,157275,0.00718565,0.219467,0.475,0.40866,0.1,576.111,-0.234391,0.0298633,0.037215,0.625138
0.00915488,157882,0.00749502,0.218883,0.475,0.40964,0.1,580.875,-0.236509,0.0295507,0.0363851,0.620746
0.00953276,158490,0.00780438,0.218298,0.475,0.41062,0.1,585.638,-0.238626,0.0292381,0.0355552,0.616355
0.00991063,159098,0.00811374,0.217714,0.475,0.4116,0.1,590.402,-0.240744,0.0289255,0.0347253,0.611963
0.0102885,159706,0.00842311,0.217129,0.475,0.41258,0.1,595.165,-0.242862,0.0286129,0.0338954,0.607572
0.0106664,160313,0.00873247,0.216544,0.475,0.41356,0.1,599.929,-0.244979,0.0283003,0.0330655,0.60318
0.0110443,160921,0.00904184,0.21596,0.475,0.41454,0.1,604.692,-0.247097,0.0279877,0.0322356,0.598789
0.0114221,161529,0.00935121,0.215375,0.475,0.41552,0.1,609.456,-0.249214,0.0276751,0.0314057,0.594397
0.0118,162136,0.00966057,0.21479,0.475,0.4165,0.1,614.219,-0.251332,0.0273625,0.0305758,0.590005
0.0121779,162744,0.00996993,0.214206,0.475,0.41748,0.1,618.982,-0.25345,0.02705,0.0297459,0.585614
0.0125558,163352,0.0102793,0.213621,0.475,0.41846,0.1,623.746,-0.255567,0.0267374,0.028916,0.581222
0.0129337,163959,0.0105887,0.213037,0.475,0.41944,0.1,628.509,-0.257685,0.0264248,0.0280861,0.576831
0.0133115,164567,0.010898,0.212452,0.475,0.42042,0.1,633.273,-0.259802,0.0261122,0.0272562,0.572439
0.0136894,165175,0.0112074,0.211867,0.475,0.4214,0.1,638.036,-0.26192,0.0257996,0.0264263,0.568048
0.0140673,165783,0.0115168,0.211283,0.475,0.42238,0.1,642.8,-0.264038,0.025487,0.0255964,0.563656
0.0144452,166390,0.0118261,0.210698,0.475,0.42336,0.1,647.563,-0.266155,0.0251744,0.0247665,0.559265
0.0148231,166998,0.0121355,0.210113,0.475,0.42434,0.1,652.327,-0.268273,0.0248618,0.0239366,0.554873
0.0152009,167606,0.0124449,0.209529,0.475,0.42532,0.1,657.09,-0.27039,0.0245492,0.0231067,0.550482
0.0155788,168213,0.0127542,0.208944,0.475,0.4263,0.1,661.854,-0.272508,0.0242366,0.0222768,0.54609
0.0159567,168821,0.0130636,0.20836,0.475,0.42728,0.1,666.617,-0.274626,0.023924,0.0214469,0.541698
0.0163346,169429,0.013373,0.207775,0.475,0.42826,0.1,671.381,-0.276743,0.0236115,0.020617,0.537307
0.0167124,170037,0.0136823,0.20719,0.475,0.42924,0.1,676.144,-0.278861,0.0232989,0.0197871,0.532915
0.0170903,170644,0.0139917,0.206606,0.475,0.43022,0.1,680.908,-0.280978,0.0229863,0.0189572,0.528524
0.0174682,171252,0.014301,0.206021,0.475,0.4312,0.1,685.671,-0.283096,0.0226737,0.0181273,0.524132
0.0178461,171860,0.0146104,0.205437,0.475,0.43218,0.1,690.435,-0.285214,0.0223611,0.0172974,0.519741
0.0184263,172588,0.0150855,0.204534,0.475,0.43316,0.1,695.745,-0.287059,0.0221165,0.0167234,0.515524
0.0194751,173531,0.0159441,0.202896,0.475,0.43414,0.1,702.358,-0.288248,0.0219416,0.0168337,0.511642
0.020545,174403,0.01682,0.201224,0.475,0.43512,0.1,709.079,-0.289375,0.0216583,0.0170914,0.507689
0.0216149,175275,0.0176959,0.199553,0.475,0.4361,0.1,715.801,-0.290501,0.0213751,0.017349,0.503736
0.0226848,176147,0.0185718,0.197881,0.475,0.43708,0.1,722.522,-0.291627,0.0210918,0.0176067,0.499783
0.0237547,177018,0.0194477,0.19621,0.475,0.43806,0.1,729.243,-0.292753,0.0208085,0.0178643,0.49583
0.0248246,177890,0.0203237,0.194538,0.475,0.43904,0.1,735.965,-0.293879,0.0205252,0.0181219,0.491877
0.0258945,178762,0.0211996,0.192866,0.475,0.44002,0.1,742.686,-0.295006,0.0202419,0.0183796,0.487924
0.0269644,179634,0.0220755,0.191195,0.475,0.441,0.1,749.407,-0.296132,0.0199586,0.0186372,0.483971
0.0280343,180506,0.0229514,0.189523,0.475,0.44198,0.1,756.129,-0.297258,0.0196753,0.0188949,0.480018
0.0291041,181378,0.0238273,0.187852,0.475,0.44296,0.1,762.85,-0.298384,0.019392,0.0191525,0.476064
0.0301741,182250,0.0247032,0.18618,0.475,0.44394,0.1,769.571,-0.29951,0.0191087,0.0194102,0.472111
0.0312439,183122,0.0255791,0.184509,0.475,0.44492,0.1,776.293,-0.300636,0.0188254,0.0196678,0.468158
0.0323138,183994,0.026455,0.182837,0.475,0.4459,0.1,783.014,-0.301763,0.0185422,0.0199254,0.464205
0.0333837,184866,0.027331,0.181165,0.475,0.44688,0.1,789.735,-0.302889,0.0182589,0.0201831,0.460252
0.0344536,185738,0.0282069,0.179494,0.475,0.44786,0.1,796.457,-0.304015,0.0179756,0.0204407,0.456299
0.0355235,186610,0.0290828,0.177822,0.475,0.44884,0.1,803.178,-0.305141,0.0176923,0.0206984,0.452346
